festival,festivalLabel,countryLabel,coord,genreLabel,setlist_fm_festival_ID,identificador_MusicBrainz_de_serie
http://www.wikidata.org/entity/Q7639001,Sunbury Pop Festival,Australia,Point(144.743 -37.618),rock,,
http://www.wikidata.org/entity/Q7653375,Swampfest,Nueva Zelanda,Point(175.611666666 -40.355),,,
http://www.wikidata.org/entity/Q7661644,Symphony Splash,Canadá,Point(-123.3748 48.4247),,,
http://www.wikidata.org/entity/Q7681921,Tamworth Country Music Festival,Australia,Point(150.917 -31.0833),,,
http://www.wikidata.org/entity/Q7683041,Tanglewood Jazz Festival,Estados Unidos,Point(-73.306611111 42.347138888),,,
http://www.wikidata.org/entity/Q7687684,Taste of 4th Avenue Jazz Festival,Estados Unidos,Point(-86.8022 33.5206),,,
http://www.wikidata.org/entity/Q7707781,Texas International Pop Festival,Estados Unidos,Point(-96.973 33.008),blues,,
http://www.wikidata.org/entity/Q7707781,Texas International Pop Festival,Estados Unidos,Point(-96.973 33.008),rock,,
http://www.wikidata.org/entity/Q7707781,Texas International Pop Festival,Estados Unidos,Point(-96.973 33.008),pop,,
http://www.wikidata.org/entity/Q7715769,The Basin Music Festival,Australia,Point(145.314 -37.86),,,
http://www.wikidata.org/entity/Q7717574,The Big Chill,Reino Unido,Point(-2.42271 52.036),música independiente,,76238d6b-ca7f-4e7a-b9fb-8aa85b2bc1ae
http://www.wikidata.org/entity/Q7734519,The Florida SpringFest,Estados Unidos,Point(-82.0552 29.21766),,,
http://www.wikidata.org/entity/Q7833146,Tramlines Festival,Reino Unido,Point(-1.5014 53.408),,,
http://www.wikidata.org/entity/Q7846688,Trowbridge Village Pump Festival,Reino Unido,Point(-2.27295 51.3178),música folclórica,,
http://www.wikidata.org/entity/Q7848359,Trutnov Open Air Music Festival,República Checa,Point(15.9069 50.5531),,,
http://www.wikidata.org/entity/Q7855559,Turku Music Festival,Finlandia,Point(22.2679 60.4084),jazz,,c09b7976-c748-493c-8f4a-a6bb0f68fced
http://www.wikidata.org/entity/Q7855559,Turku Music Festival,Finlandia,Point(22.2679 60.4084),música clásica,,c09b7976-c748-493c-8f4a-a6bb0f68fced
http://www.wikidata.org/entity/Q7858115,Twin Cities Hot Summer Jazz Festival,Estados Unidos,Point(-93.093611111 44.944166666),jazz,,
http://www.wikidata.org/entity/Q7883434,Underage Festival,Reino Unido,Point(-0.038 51.537),,,
http://www.wikidata.org/entity/Q7897647,República de Kazantip,,Point(33.03805556 45.29138889),rave,,
http://www.wikidata.org/entity/Q7911940,Festival de la Leyenda Vallenata,Colombia,Point(-73.244444444 10.4775),Vallenato,,
http://www.wikidata.org/entity/Q7938046,Við Djúpið,,Point(-23.1167 66.0667),,,
http://www.wikidata.org/entity/Q7953894,WOMAD Charlton Park,Reino Unido,Point(-2.0778 51.5938),,,8cec1257-7f69-4b09-8de6-452e38fe074a
http://www.wikidata.org/entity/Q7953896,WOMADelaide,Australia,Point(138.61075 -34.914581),,5bd6afc0,5d9afbd2-00ab-44b1-85ef-106575a50cd8
http://www.wikidata.org/entity/Q1408560,Q1408560,Alemania,Point(8.61887 53.1701),,,
http://www.wikidata.org/entity/Q1408575,Festival en el desierto,Mali,Point(-3.1974 20.0283),,,a7b53500-45ea-4448-a9cb-d32879da3364
http://www.wikidata.org/entity/Q1408668,Festival de Aix-en-Provence,Francia,Point(5.44751 43.5308),,,995f0a78-52a6-46cb-8235-0c87a0117a83
http://www.wikidata.org/entity/Q1408678,Jarocin Festival,Polonia,Point(17.5 51.97),,,b850489b-199c-48e6-a57a-b94eaaaef072
http://www.wikidata.org/entity/Q1414928,Q1414928,Alemania,Point(11.19583333 48.311),,,
http://www.wikidata.org/entity/Q1416503,Waldfrieden Wonderland,Alemania,Point(8.440826 52.440564),,,
http://www.wikidata.org/entity/Q1439293,Wereld Muziek Concours,Países Bajos,Point(6.005555555 50.856666666),,,7c5e0ce0-51a7-4b86-9e90-bad82643ff7b
http://www.wikidata.org/entity/Q1467436,Höpen Air,Alemania,Point(9.80139 53.1353),,,
http://www.wikidata.org/entity/Q1473844,Tuska Open Air Metal Festival,Finlandia,Point(24.944061 60.174429),heavy metal,,1ad84fda-14b6-40a5-8ca7-1ee074f4e84c
http://www.wikidata.org/entity/Q1478797,Fährmannsfest,Alemania,Point(9.71362 52.3768),,,
http://www.wikidata.org/entity/Q1520941,Open Air St. Gallen,,Point(9.32698056 47.41403333),,,0ad8f40b-61a6-40ca-bb58-fce51193ce14
http://www.wikidata.org/entity/Q1531000,Concurso Internacional de Violín Henryk Wieniawski,Polonia,Point(16.9336 52.4083),,,8419d43d-2907-4e2d-bc33-284b30e9d03a
http://www.wikidata.org/entity/Q1547650,Rock Werchter,Bélgica,Point(4.684166666 50.968055555),rock alternativo,,bcbf2e57-ce31-43d3-b40c-731a100ce869
http://www.wikidata.org/entity/Q1547650,Rock Werchter,Bélgica,Point(4.684166666 50.968055555),rock alternativo,,f58bbb2a-fe17-4524-bb7f-c897fca6333e
http://www.wikidata.org/entity/Q1548458,Hip Hop Kemp,República Checa,Point(15.834722 50.245678),,,
http://www.wikidata.org/entity/Q1559108,Irish Folk Open Air Poyenberg,Alemania,Point(9.6956 54.0377),,,
http://www.wikidata.org/entity/Q1570789,Haldern Pop,Alemania,Point(6.48055556 51.77722222),,,682cbe2f-44b6-467e-bd79-890106a0e35e
http://www.wikidata.org/entity/Q1580354,Tiroler Festspiele Erl,Austria,Point(12.187931 47.672009),,,
http://www.wikidata.org/entity/Q1584076,Lott-Festival,Alemania,Point(7.23728657 49.95899246),,,
http://www.wikidata.org/entity/Q1183120,Deichbrand,Alemania,Point(8.675 53.7583),,,
http://www.wikidata.org/entity/Q1203886,Deutsche Schlager-Festspiele,Alemania,Point(8.236389 48.760278),,,
http://www.wikidata.org/entity/Q1244897,Dorfrock,Alemania,Point(11.82193333 54.04081944),,,
http://www.wikidata.org/entity/Q1264759,Dubrovnik Summer Festival,Croacia,Point(18.11035 42.641),,,
http://www.wikidata.org/entity/Q1287905,Q1287905,Alemania,Point(12.5386 48.2385),,,
http://www.wikidata.org/entity/Q1291927,Festival de la Trompeta en Guca,Serbia,Point(20.23194444 43.77638889),,,
http://www.wikidata.org/entity/Q1292324,Vancouver Folk Music Festival,,Point(-123.192 49.272),,2bd6a482,
http://www.wikidata.org/entity/Q1301760,Eichenring,Alemania,Point(9.5225 53.1594),,,
http://www.wikidata.org/entity/Q1302730,Eier mit Speck,Alemania,Point(6.36861111 51.26027778),,,ae7f2714-7c5e-4e8c-a662-4fc8970a4c66
http://www.wikidata.org/entity/Q1317345,Electric Zoo Festival,Estados Unidos,Point(-73.9162 40.796),música de baile electrónica,,
http://www.wikidata.org/entity/Q1318994,La Folle Journée,Francia,Point(-1.5425 47.21305556),música clásica,,
http://www.wikidata.org/entity/Q1319847,Weinturm Open Air,Alemania,Point(10.3919 49.50934),,43d68bd7,
http://www.wikidata.org/entity/Q1340529,Endless Summer Open Air Torgau,Alemania,Point(12.967601 51.5465796),,,
http://www.wikidata.org/entity/Q1356699,Wireless Festival,Reino Unido,Point(-0.1018 51.5713),hip-hop,,b81cc944-72a7-4d83-adae-62e8cca7df1b
http://www.wikidata.org/entity/Q1381234,Sauna Open Air Metal Festival,Finlandia,Point(23.75416667 61.49),heavy metal,,28e1bd28-028c-4fe8-86eb-1a112c54d970
http://www.wikidata.org/entity/Q1388531,Metaldays,Eslovenia,Point(13.731666666 46.176944444),heavy metal,,
http://www.wikidata.org/entity/Q1400655,VOLT Festival,Hungría,Point(16.5871 47.6618),,,c765f9af-9bbc-48b8-8636-119dc66c1029
http://www.wikidata.org/entity/Q1407488,Stonehenge Free Festival,Reino Unido,Point(-1.826111111 51.178888888),rock,,
http://www.wikidata.org/entity/Q879464,Fusion Festival,Alemania,Point(12.7356 53.3078),,,ee89ef2d-0a49-408b-8e12-26d094b81127
http://www.wikidata.org/entity/Q889872,Festival de Música y Artes de Coachella Valley,Estados Unidos,Point(-116.23402117 33.67838983),,,dad0c049-b26b-46ea-8bf7-82617ee80b69
http://www.wikidata.org/entity/Q896228,Rock im Park,Alemania,Point(11.12222 49.42917),,,f5768209-7f53-4e14-836e-feeb0fd0cff1
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),punk,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),música electrónica,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),reggae,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),rock alternativo,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),rock,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),hip-hop,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),pop,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),heavy metal,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),música independiente,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),música del mundo,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),rock psicodélico,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q914820,Sziget Festival,Hungría,Point(19.055 47.553888888),synth pop,,42c608a8-255c-478e-b85e-6a57e94952ef
http://www.wikidata.org/entity/Q919794,Meltdown,Reino Unido,Point(-0.113908333 51.506941666),,,c30000e6-6b0b-45c8-a27c-8c3c94380064
http://www.wikidata.org/entity/Q923398,Festival de Jazz de Vitoria,España,Point(-2.68333 42.85),,,4bad12a3-a038-4ccb-b043-03d1f2fecbec
http://www.wikidata.org/entity/Q933410,Woodstock 94,Estados Unidos,Point(-73.985 42.09),,,
http://www.wikidata.org/entity/Q941538,Primavera de Bourges,Francia,Point(2.39639 47.0844),música electrónica,,36c97f5e-21a6-4909-879e-6c55967e9bba
http://www.wikidata.org/entity/Q945758,Pol’and’Rock Festival,Polonia,Point(14.669668 52.61118),rock,,722621b6-221e-41a3-a9b6-283045b3d8b5
http://www.wikidata.org/entity/Q957459,Ultra Music Festival,Estados Unidos,Point(-80.155555555 25.736388888),,,26581f48-2a15-4f8c-8cb2-0b989c773241
http://www.wikidata.org/entity/Q994618,Brutal Assault,República Checa,Point(15.93536111 50.34042778),,,964687ee-a641-4663-ad84-2ec62998ccb4
http://www.wikidata.org/entity/Q1000994,Fesztergom,Hungría,Point(18.73430556 47.79327778),,,
http://www.wikidata.org/entity/Q1001859,Q1001859,Islas Feroe,Point(-6.8558 62.1948),,,
http://www.wikidata.org/entity/Q1010620,Burg-Herzberg-Festival,Alemania,Point(9.51667 50.7667),,,a6d5f1f6-21ae-4185-9280-4e5b433c4c51
http://www.wikidata.org/entity/Q1032197,Exit,Serbia,Point(19.86666679 45.25),,,
http://www.wikidata.org/entity/Q1032197,Exit,Serbia y Montenegro,Point(19.86666679 45.25),,,
http://www.wikidata.org/entity/Q1046677,Proms,Reino Unido,Point(-0.1775 51.501111),,,02c9a5b9-6b2c-461e-953d-6d4f6a9cc2d2
http://www.wikidata.org/entity/Q1072456,Chiemsee Summer,Alemania,Point(12.4917 47.81),,,
http://www.wikidata.org/entity/Q1076337,Q1076337,Francia,Point(5.07242 44.2422),,,
http://www.wikidata.org/entity/Q1090897,Bridge School Festival,Estados Unidos,Point(-122.08083333 37.42666667),música acústica,,f39b78d2-de29-4db4-8e80-ab5fd3693a16
http://www.wikidata.org/entity/Q1121076,Jewish Culture Festival in Kraków,Polonia,Point(19.948333333 50.051666666),,,1c5eabef-f87e-4f04-b2cb-5fd2fb10f023
http://www.wikidata.org/entity/Q1133749,Rock in Rio,Brasil,Point(-43.394 -22.977),rock,33d6bc3d,ef2495df-b1f3-4fd4-a9a9-b78139008316
http://www.wikidata.org/entity/Q1134106,Cornerstone Festival,Estados Unidos,Point(-90.436666666 40.531388888),música cristiana contemporánea,,
http://www.wikidata.org/entity/Q1137962,Festivales de Reading y Leeds,Reino Unido,Point(-1.011944444 51.467222222),,,77f3060b-1e46-48f8-9aee-1130b00c0912
http://www.wikidata.org/entity/Q1137962,Festivales de Reading y Leeds,Reino Unido,Point(-1.011944444 51.467222222),,,98376ef9-0687-4abb-9601-a2df3284a4ef
http://www.wikidata.org/entity/Q1139316,Creamfields,Reino Unido,Point(-2.63 53.34),música de baile electrónica,,93ed776b-1cd6-4545-a642-c639c0d7a8cf
http://www.wikidata.org/entity/Q1143662,Midtfyns Festival,Dinamarca,Point(10.48805556 55.23111111),rock alternativo,,
http://www.wikidata.org/entity/Q1151125,Festival de Pinkpop,Países Bajos,Point(6.023055555 50.880555555),rock,,a20802db-9329-435a-9ab6-f20ba4e16358
http://www.wikidata.org/entity/Q1157901,Q1157901,Alemania,Point(8.84139 51.5653),,,
http://www.wikidata.org/entity/Q1164378,NOS Alive,Portugal,Point(-9.2295207 38.6958097),,,6901b9c5-2769-4abc-8a04-831f43e99f4a
http://www.wikidata.org/entity/Q1165693,Tønder Festival,Dinamarca,Point(8.862 54.931),,,95a435cf-0f4a-47a0-9dd3-98bced693ff6
http://www.wikidata.org/entity/Q1166167,Dark Dance Treffen,Alemania,Point(7.823833333 48.353611111),,,
http://www.wikidata.org/entity/Q1167818,Das Fest,Alemania,Point(8.37473611 48.99795278),,,a649b4dc-f3eb-4017-9f6a-5b4cd5f32d10
http://www.wikidata.org/entity/Q6428280,Komeda Jazz Festival,Polonia,Point(17.0303 54.4631),,,
http://www.wikidata.org/entity/Q6431878,Korea Times Music Festival,Estados Unidos,Point(-118.33888889 34.11277778),,,
http://www.wikidata.org/entity/Q6479109,Lakeside Jazz Festival,Estados Unidos,Point(-81.002777777 29.118888888),,,
http://www.wikidata.org/entity/Q6487464,Lansing JazzFest,Estados Unidos,Point(-84.546666666 42.733611111),,,
http://www.wikidata.org/entity/Q6489674,Larmer Tree Festival,Reino Unido,Point(-2.08329444 50.95189444),,,
http://www.wikidata.org/entity/Q6492580,Las Vegas Grind,Estados Unidos,Point(-115.193 36.1166),,,
http://www.wikidata.org/entity/Q6496834,Latitude Festival,Reino Unido,Point(1.5977 52.3388),,,aa17aac8-6a6f-4b87-b7dc-cee94f8065a2
http://www.wikidata.org/entity/Q6647468,Litchfield Jazz Festival,Estados Unidos,Point(-73.4821 41.7269),,,
http://www.wikidata.org/entity/Q6650288,Little Hearts Festival,Sudáfrica,Point(18.420129 -33.904859),,,
http://www.wikidata.org/entity/Q6669815,London A Cappella Festival,Reino Unido,Point(-0.121955555 51.534341666),a capela,,
http://www.wikidata.org/entity/Q6692031,Lovebox Festival,Reino Unido,Point(-0.038 51.537),,,69112e99-ee61-47f1-9799-2c2157e8631b
http://www.wikidata.org/entity/Q6707248,Lyceum Music Festival,Estados Unidos,Point(-111.489 40.5253),,,
http://www.wikidata.org/entity/Q6732650,Maha Music Festival,Estados Unidos,Point(-96.01472222 41.23805556),,,
http://www.wikidata.org/entity/Q6746112,Man-Pop Festival,Canadá,Point(-97.1974 49.8872),,,
http://www.wikidata.org/entity/Q6765524,Mariposa Folk Festival,Canadá,Point(-79.3872 44.6071),festival de música,,fb1f4407-d087-42f4-8308-dc7c3701a43b
http://www.wikidata.org/entity/Q6813161,Mellon Jazz Festival,Estados Unidos,Point(-79.976388888 40.439722222),jazz,,
http://www.wikidata.org/entity/Q6818962,Meredith Music Festival,Australia,Point(143.931944444 -37.846666666),,,
http://www.wikidata.org/entity/Q6827374,Miami Nice Jazz Festival,Estados Unidos,Point(-80.208888888 25.775277777),,,
http://www.wikidata.org/entity/Q6827380,Miami Pop Festival,Estados Unidos,Point(-80.138 25.9785),rock,,
http://www.wikidata.org/entity/Q6837550,Michigan Festival of Sacred Music,Estados Unidos,Point(-85.585833333 42.29),,,
http://www.wikidata.org/entity/Q566518,Full Force,Alemania,Point(12.449019444 51.758341666),heavy metal,,551d8620-6a43-4d00-84e6-544515c9024e
http://www.wikidata.org/entity/Q566542,Summer Breeze Open Air,Alemania,Point(10.4178 49.058),heavy metal,,014553e0-c0e6-4273-a182-c4fd19d5bf96
http://www.wikidata.org/entity/Q574767,Anti-WAAhnsinns Festival,Alemania,Point(12.024 49.205),,,eaebb518-c978-41b1-8ab0-dbb239b2de37
http://www.wikidata.org/entity/Q582456,defqon 1 festival,Países Bajos,Point(5.768377 52.439705),hardstyle,,a9eeaae1-5e4c-44d5-9f51-72617d2c0575
http://www.wikidata.org/entity/Q582456,defqon 1 festival,Países Bajos,Point(5.768377 52.439705),hard dance,,a9eeaae1-5e4c-44d5-9f51-72617d2c0575
http://www.wikidata.org/entity/Q582456,defqon 1 festival,Países Bajos,Point(5.768377 52.439705),hardstyle,,e0aee42a-4aae-4d72-a591-ecdbd2341907
http://www.wikidata.org/entity/Q582456,defqon 1 festival,Países Bajos,Point(5.768377 52.439705),hard dance,,e0aee42a-4aae-4d72-a591-ecdbd2341907
http://www.wikidata.org/entity/Q606649,Tomorrowland,Bélgica,Point(4.385555555 51.092222222),música de baile electrónica,,33dd6cd3-5eb2-416d-b956-c72628762827
http://www.wikidata.org/entity/Q654566,Newport Folk Festival,Estados Unidos,Point(-71.335556 41.478056),,,bfa50f04-4945-424f-9198-3b7c3df30616
http://www.wikidata.org/entity/Q657270,Norway Rock Festival,Noruega,Point(6.95908889 58.308),rock,,34ee827a-a646-4b60-9646-f892ade060d5
http://www.wikidata.org/entity/Q657270,Norway Rock Festival,Noruega,Point(6.95908889 58.308),heavy metal,,34ee827a-a646-4b60-9646-f892ade060d5
http://www.wikidata.org/entity/Q659532,Balaton Sound,Hungría,Point(17.92573889 46.88377778),,,
http://www.wikidata.org/entity/Q677489,Gurtenfestival,Suiza,Point(7.45 46.95),rock,,40198c6d-7f40-4479-b08b-10abf26eb211
http://www.wikidata.org/entity/Q687238,Elements of Rock,Suiza,Point(8.71512 47.349),,,
http://www.wikidata.org/entity/Q694891,Bregenzer Festspiele,Austria,Point(9.73777778 47.50486111),,,4d3c5358-6f22-47e7-8492-25ecf338f9a2
http://www.wikidata.org/entity/Q695820,M'era Luna,Alemania,Point(9.948888888 52.179722222),Neue Deutsche Härte,,0e855471-2917-499c-a4a3-df02dcc5a5b0
http://www.wikidata.org/entity/Q695820,M'era Luna,Alemania,Point(9.948888888 52.179722222),Neue Deutsche Härte,,f4bc4b83-5c1b-40a3-8ce5-c24bee60a0cb
http://www.wikidata.org/entity/Q717333,Arvika Festival,Suecia,Point(12.62494 59.65097),synth music,,
http://www.wikidata.org/entity/Q733851,Rockharz,Alemania,Point(11.231216666 51.743747222),,,2e02042f-f9a5-4199-ae3b-3512d7afda4b
http://www.wikidata.org/entity/Q739451,Groezrock,Francia,Point(5.104576 51.109773),,,bc84df68-3d76-4ea4-b5b7-574bfb14ba9d
http://www.wikidata.org/entity/Q744640,Jazz à Juan,Francia,Point(7.115 43.56583333),,,f3fa55af-30e7-4a36-8d7c-a010d02b0b87
http://www.wikidata.org/entity/Q749420,Monsters of Rock,Reino Unido,Point(-1.3377 52.8444),hard rock,,bcbef58b-4b97-4bf1-95b1-d4531ba08163
http://www.wikidata.org/entity/Q760701,Rock am See,Alemania,Point(9.213468 47.66823),,,2fc8f16f-e9dd-402f-a721-bd827217b4fe
http://www.wikidata.org/entity/Q780852,Super Bock Super Rock,Portugal,Point(-9.1459465 38.5139539),rock,,763cd643-5cee-453d-95ea-51eb0046a2b6
http://www.wikidata.org/entity/Q798705,Festival de Bad Hersfeld,Alemania,Point(9.70277778 50.86666667),,,
http://www.wikidata.org/entity/Q805904,Balélec Festival,Suiza,Point(6.56594 46.5194),,,
http://www.wikidata.org/entity/Q829363,Festival de Edimburgo,Reino Unido,Point(-3.1892 55.9533),,,
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),rock alternativo,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),Neue Deutsche Härte,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),rock electrónico,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),electronic body music,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),música industrial,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),Folk rock medieval,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),Futurepop,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),synth pop,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q836514,Wave-Gotik-Treffen,Alemania,Point(12.37472222 51.34027778),electro,,350391a4-a163-4236-8a22-70310fbbced3
http://www.wikidata.org/entity/Q876028,Keep It True,Alemania,Point(9.72926 49.55133),,,b1658046-82a7-40d7-bad9-e3ee2d330f24
http://www.wikidata.org/entity/Q878399,SonneMondSterne,Alemania,Point(11.71944444 50.5075),,53d6bb35,
http://www.wikidata.org/entity/Q878551,Force Attack,Alemania,Point(12.2975 54.18),,,
http://www.wikidata.org/entity/Q879000,Up from the Ground,Alemania,Point(9.67888889 50.0575),,,
http://www.wikidata.org/entity/Q5157701,Comstock Music Festivals,Estados Unidos,Point(-99.2325 41.5973),,,
http://www.wikidata.org/entity/Q5158816,Concord Jazz Festival,Estados Unidos,Point(-121.938 37.9591),,,
http://www.wikidata.org/entity/Q5168510,Copenhell,Dinamarca,Point(12.6182 55.6916),,,d89c7102-fb23-4f92-bc78-28a134ee7be8
http://www.wikidata.org/entity/Q5175297,Cotati Jazz Festival,Estados Unidos,Point(-122.707 38.3267),,,
http://www.wikidata.org/entity/Q5177279,Country Fest,Estados Unidos,Point(-91.177777777 45.043888888),,,fb2ca604-2ad4-4309-b85e-aa529b09f784
http://www.wikidata.org/entity/Q5177422,Country Stampede Music Festival,Estados Unidos,Point(-96.58361111 39.25722222),música country,,
http://www.wikidata.org/entity/Q7959529,Wagga Wagga Jazz and Blues Festival,Australia,Point(147.36888889 -35.10333333),,,
http://www.wikidata.org/entity/Q7961134,Wakestock,Reino Unido,Point(-4.398796 52.894805),indie rock,,
http://www.wikidata.org/entity/Q7963699,Walnut Valley Festival,Estados Unidos,Point(-97.009166666 37.2375),bluegrass,,
http://www.wikidata.org/entity/Q1636408,Festival de Hultsfred,Suecia,Point(15.858765 57.494312),pop,,dd320cd1-d012-466d-842a-df8b4df92afb
http://www.wikidata.org/entity/Q1638749,Festival Internacional de la Canción de Sopot,Polonia,Point(18.6540233 54.3482907),,,
http://www.wikidata.org/entity/Q1655230,I Love Techno,Francia,Point(3.949805 43.572756111),techno,,
http://www.wikidata.org/entity/Q1660039,Immergut Festival,Alemania,Point(13.04722222 53.33583333),,,edf55d07-92e8-48dd-9652-0f72c0cf37e2
http://www.wikidata.org/entity/Q1667312,Internationale Jazzwoche Burghausen,Alemania,Point(12.8423 48.17678),,,c6e12337-6de3-4c67-89e7-2c31871809ef
http://www.wikidata.org/entity/Q1668530,Nation of Gondwana,Alemania,Point(12.9594 52.6831),,,
http://www.wikidata.org/entity/Q1672137,Steinegg Live,Italia,Point(11.457314 46.482897),,,
http://www.wikidata.org/entity/Q1675892,SummerDays Festival,Suiza,Point(9.4394 47.51675),,,
http://www.wikidata.org/entity/Q1684447,Jazz Baltica,Alemania,Point(10.686388888 53.869722222),,,508dbde6-cf17-4fb0-b70c-580f04e3a852
http://www.wikidata.org/entity/Q1684467,Jazz Festival Enkhuizen,Países Bajos,Point(5.29 52.703611),,,
http://www.wikidata.org/entity/Q1710353,The 14 Hour Technicolor Dream,,Point(-0.13064167 51.59427222),,,
http://www.wikidata.org/entity/Q1719679,Orange Blossom Special Festival,Alemania,Point(9.38227 51.6717),,,7cb600a5-e2a6-44ff-98aa-4bf3edb7f376
http://www.wikidata.org/entity/Q1733868,Q1733868,Alemania,Point(8.15364 52.7376),,,
http://www.wikidata.org/entity/Q1742006,King Biscuit Blues Festival,Estados Unidos,Point(-90.5865 34.5237),,,
http://www.wikidata.org/entity/Q1743783,Kissinger Sommer,Alemania,Point(10.0746 50.1981),,,
http://www.wikidata.org/entity/Q1747575,Q1747575,,Point(11.95187 50.48789),,,
http://www.wikidata.org/entity/Q1776937,Festival Primavera de Praga,República Checa,Point(14.416 50.09),música clásica,,
http://www.wikidata.org/entity/Q1780617,Festival de Jazz de Monterey,Estados Unidos,Point(-121.863 36.5944),jazz,,7cd8a3ae-eec4-48a7-9b06-4ad13c233049
http://www.wikidata.org/entity/Q1785987,Festival de Aldeburgh,Reino Unido,Point(1.4975 52.163888888),,,5415c9bd-0c5f-4ec6-8652-8e7f7e0853c0
http://www.wikidata.org/entity/Q1791588,KulturPur,Alemania,Point(8.15388889 50.97416667),,,
http://www.wikidata.org/entity/Q1791622,Kulturarena,Alemania,Point(11.58361111 50.92555556),,,
http://www.wikidata.org/entity/Q1827166,Linzer Klangwolke,Austria,Point(14.293305555 48.312111111),,,
http://www.wikidata.org/entity/Q1853303,Q1853303,,Point(3.67461 51.07609),,,
http://www.wikidata.org/entity/Q1861615,Arrow Rock Festival,Países Bajos,Point(5.83416667 51.82388889),,13d6bd05,8aa5ad33-882e-40b4-b668-47f20316b280
http://www.wikidata.org/entity/Q1872372,Fehmarn Festival 1970,Alemania,Point(11.00896 54.46036),,,
http://www.wikidata.org/entity/Q1872392,Love Family Park,Alemania,Point(8.92364502 50.10968044),,,
http://www.wikidata.org/entity/Q1877150,Rocklahoma,Estados Unidos,Point(-95.278 36.364),,,bb4fb4fc-2827-41cd-97d6-97aac8654ebd
http://www.wikidata.org/entity/Q1886890,Les Francofolies de Spa,Bélgica,Point(5.86334 50.49247),,,
http://www.wikidata.org/entity/Q1935455,Woodstock 99,Estados Unidos,Point(-75.409638888 43.230820833),,,
http://www.wikidata.org/entity/Q1936760,Mini-Rock-Festival,Alemania,Point(8.66302 48.430995),,,d3a86e3b-3954-4443-b7f2-925a1a351999
http://www.wikidata.org/entity/Q1936760,Mini-Rock-Festival,Alemania,Point(8.699627 48.447465),,,d3a86e3b-3954-4443-b7f2-925a1a351999
http://www.wikidata.org/entity/Q1936760,Mini-Rock-Festival,Alemania,Point(8.679436111 48.465922222),,,d3a86e3b-3954-4443-b7f2-925a1a351999
http://www.wikidata.org/entity/Q1946581,Festival Couleur Café,Bélgica,Point(4.348 50.8614),,,df342705-e0ba-4a0f-8f80-07e3545d2ff8
http://www.wikidata.org/entity/Q1951391,Bospop,Países Bajos,Point(5.69341 51.25606),,,fd7d4605-6ad0-4a8c-9445-d6685ea457aa
