id,parent_area_id,child_area_id
35580,4419,35822
35584,4419,35826
36649,4424,36891
41280,4409,41522
37000,4424,37242
37005,4429,37247
47350,4426,47592
37008,4366,37250
41352,4378,41594
37044,4435,37286
30149,117416,30391
26024,104038,26263
38518,4414,38760
38548,4404,38790
41404,4438,41646
39563,4427,39805
57528,4394,57770
39576,4432,39818
42227,4414,42469
47989,4416,48231
42230,4445,42472
42251,4400,42493
52527,4386,52769
42252,4367,42494
47998,4379,48240
42257,4404,42499
42341,4408,42583
43098,4435,43340
48520,4416,48762
43141,4404,43383
43142,4448,43384
54965,4407,55207
43251,4430,43493
48576,4406,48818
43902,4447,44144
43925,4454,44167
52952,4399,53194
43964,4436,44206
48664,4414,48906
44876,4378,45118
44884,4404,45126
45673,4369,45915
49142,4416,49384
45686,4381,45928
45756,4429,45998
45771,4369,46013
49162,4414,49404
45806,4447,46048
46570,4425,46812
53097,4365,53339
46591,4377,46833
49280,4371,49522
46602,4423,46844
47344,4426,47586
49300,4364,49542
50521,4436,50763
53550,4381,53792
50653,4361,50895
51326,4447,51568
55510,4414,55752
51327,4430,51569
51880,4399,52122
51928,4427,52170
32311,4421,32553
32344,4421,32586
51968,4441,52210
53687,4372,53929
52436,4377,52678
54257,4366,54499
55553,4448,55795
54289,4381,54531
54302,4431,54544
57533,4387,57775
54323,4430,54565
56144,4405,56386
54903,4385,55145
56151,4450,56393
57535,4384,57777
57120,4439,57362
58116,4448,58358
57981,4359,58223
58387,4383,58629
58090,4372,58332
58380,4394,58622
58911,4419,59153
58916,4413,59158
59006,4407,59248
59009,4375,59251
59290,4409,59532
59640,4378,59882
60010,4439,60252
60016,4415,60258
60038,4392,60280
60289,4385,60531
60519,4424,60761
60542,4427,60784
60602,4422,60844
60624,4372,60866
60786,4365,61028
73780,105033,74025
26063,104369,26302
81999,104660,82243
22144,104680,22386
7094,104711,7328
117511,323,117638
22266,104680,22508
29629,323,29871
32910,4413,33152
30151,770,30393
32198,4366,32440
32206,4362,32448
32911,4413,33153
36466,4401,36708
33829,453,34071
33850,4399,34092
33854,4381,34096
36494,4428,36736
34653,4375,34895
34654,4390,34896
34662,4375,34904
36531,4419,36773
34746,4370,34988
34749,4379,34991
34859,4369,35101
35522,4419,35764
35531,4385,35773
26025,103947,26264
38527,4410,38769
40551,4405,40793
38552,4414,38794
39567,4410,39809
45848,4393,46090
39612,4432,39854
40577,4405,40819
39619,4432,39861
39621,4432,39863
40588,4402,40830
55517,4398,55759
40610,4405,40852
46574,4369,46816
40620,4411,40862
40703,4424,40945
51364,4431,51606
41281,4420,41523
46609,4369,46851
41364,4438,41606
41373,4438,41615
41386,4438,41628
46641,4447,46883
42229,4405,42471
42260,4400,42502
42295,4408,42537
47345,4426,47587
43099,4435,43341
43145,4448,43387
51881,4425,52123
43903,4439,44145
47442,4448,47684
43941,4436,44183
43965,4436,44207
44009,4436,44251
47443,4426,47685
44021,4430,44263
44023,4430,44265
44877,4454,45119
47990,4426,48232
44905,4374,45147
45674,4420,45916
52440,4383,52682
45707,4392,45949
48010,4416,48252
45735,4382,45977
45755,4399,45997
45815,4381,46057
55624,4422,55866
48521,4416,48763
48616,4416,48858
49144,4414,49386
49165,4416,49407
58891,116627,59133
49283,4389,49525
50532,4402,50774
56700,4386,56942
50539,4392,50781
53141,4382,53383
50630,4393,50872
56146,4454,56388
51331,4438,51573
53551,4443,53793
54258,4401,54500
56245,4394,56487
54906,4408,55148
54944,4429,55186
57984,4369,58226
55513,4406,55755
57124,4409,57366
56673,4439,56915
56681,4391,56923
56684,4417,56926
57193,4363,57435
56691,4439,56933
57530,4431,57772
58896,4419,59138
57983,4442,58225
58381,4433,58623
58403,4401,58645
59324,4408,59566
59293,4380,59535
59372,4372,59614
60011,4415,60253
60069,4392,60311
60071,4407,60313
60108,4407,60350
60115,4410,60357
60292,4435,60534
60293,4379,60535
60520,4391,60762
60543,4372,60785
60580,4433,60822
60788,4433,61030
61000,4450,61242
90638,2909,90884
94870,3999,95117
7131,104705,7365
23596,104654,23835
117512,323,117639
30152,777,30394
32912,4397,33154
32199,4372,32441
32217,4366,32459
32258,4372,32500
32953,4409,33195
32270,4394,32512
36467,4401,36709
32961,4384,33203
32963,4384,33205
33830,453,34072
33835,4395,34077
34655,4375,34897
40515,4448,40757
34705,4369,34947
38528,4435,38770
26030,103935,26269
34737,4391,34979
34748,4380,34990
34765,4379,35007
38573,4413,38815
35526,4420,35768
35527,4447,35769
47392,4430,47634
35562,4414,35804
38588,4414,38830
35570,4420,35812
35614,4420,35856
40600,4393,40842
38651,4414,38893
38667,4441,38909
38672,4413,38914
40606,4424,40848
38721,4424,38963
39577,4432,39819
39595,4432,39837
40692,4411,40934
39606,4432,39848
47991,4379,48233
40700,4424,40942
41285,4385,41527
51439,4439,51681
41398,4438,41640
48005,4416,48247
42233,4405,42475
42264,4405,42506
42336,4408,42578
48067,4416,48309
42340,4408,42582
42358,4408,42600
43101,4435,43343
48073,4416,48315
43113,4435,43355
43180,4376,43422
51884,4429,52126
43904,4447,44146
48524,4416,48766
44879,4374,45121
44889,4374,45131
45677,4392,45919
48554,4416,48796
45691,4361,45933
45773,4447,46015
54907,4379,55149
46579,4425,46821
48555,4416,48797
46599,4409,46841
46610,4447,46852
51921,4424,52163
47346,4426,47588
48634,4416,48876
59641,4421,59883
47352,4426,47594
47386,4426,47628
26033,104351,26272
49159,4413,49401
49182,4394,49424
50536,4436,50778
50555,4436,50797
52441,4381,52683
50608,4454,50850
50637,4402,50879
54942,4387,55184
50645,4437,50887
51336,4407,51578
52957,4366,53199
53555,4365,53797
55516,4383,55758
54259,4372,54501
54373,4392,54615
56734,4375,56976
54388,4382,54630
55541,4423,55783
54389,4428,54631
82000,104683,82244
57985,4366,58227
56149,4410,56391
56761,4385,57003
56674,4436,56916
57536,4439,57778
56812,4377,57054
57125,4384,57367
58461,4368,58703
57563,4385,57805
58383,4431,58625
58464,4388,58706
58462,4379,58704
58898,4398,59140
58920,4366,59162
58928,4409,59170
58962,4376,59204
59294,4439,59536
59642,4403,59884
60012,4415,60254
60021,4415,60263
60295,4444,60537
60521,4398,60763
73783,105033,74028
60789,4433,61031
7061,104702,7295
30153,316,30395
32913,4412,33155
30176,316,30418
32200,4366,32442
33029,4384,33271
32202,4366,32444
32221,4379,32463
36468,4401,36710
32237,4363,32479
33831,453,34073
26051,104022,26290
32255,4377,32497
34658,4393,34900
34670,4375,34912
36618,4403,36860
34672,4381,34914
34675,4377,34917
40516,4448,40758
34710,4375,34952
36651,4435,36893
34734,4370,34976
35530,4438,35772
29552,117003,29794
30230,117138,30472
35537,4438,35779
37009,4437,37251
36061,439,36304
36063,4413,36301
52958,4435,53200
36102,4411,36344
37068,4400,37310
36210,4408,36452
41286,4385,41528
37074,4400,37316
38529,4447,38771
38531,4414,38773
41296,4378,41538
38716,4408,38958
38723,4424,38965
39579,4410,39821
41300,4438,41542
53029,4373,53271
42234,4405,42476
43108,4435,43350
56189,4436,56431
43171,4430,43413
53032,4399,53274
43905,4436,44147
44880,4404,45122
99468,3968,99712
53556,4366,53798
46580,4381,46822
46638,4380,46880
46721,4378,46963
53574,4363,53816
47354,4426,47596
47361,4426,47603
56289,4454,56531
47993,4416,48235
53626,4381,53868
48529,4416,48771
49147,4448,49389
50537,4436,50779
53639,4427,53881
50545,4388,50787
50599,4361,50841
58904,4419,59146
51337,4365,51579
54260,4397,54502
51929,4421,52171
51357,4433,51599
51399,4382,51641
56676,4449,56918
51885,4428,52127
54273,4367,54515
51901,4370,52143
52442,4435,52684
54304,4417,54546
54309,4403,54551
56762,4364,57004
54908,4378,55150
54912,4422,55154
61217,4395,61459
55518,4430,55760
57126,4409,57368
55581,4435,55823
55589,4369,55831
59298,4441,59540
55619,4409,55861
56150,4414,56392
57128,4370,57370
60522,4436,60764
59309,4411,59551
57539,4384,57781
57540,4373,57782
60790,4401,61032
57986,4393,58228
58384,4362,58626
59319,4423,59561
59643,4429,59885
61005,4431,61247
60013,4415,60255
61476,4391,61718
60298,4359,60540
61249,4419,61491
61039,4389,61281
61321,4410,61563
61051,4372,61293
61306,4372,61548
61461,4437,61703
61352,4422,61594
61479,4454,61721
61598,4431,61840
61670,4422,61912
61724,4369,61966
61702,4406,61944
61726,4437,61968
61772,4366,62014
61773,4398,62015
61788,4422,62030
61792,4366,62034
61804,4399,62046
61807,4408,62049
61814,4413,62056
22233,104685,22475
23783,104646,24022
29594,117639,29836
32914,4412,33156
30154,316,30396
32203,4366,32445
33067,4409,33309
36469,4401,36711
33833,4397,34075
33836,4397,34078
33862,4384,34104
36472,4401,36714
34005,4384,34247
34047,4393,34289
40517,4448,40759
34659,4381,34901
36554,4399,36796
34687,4381,34929
35534,4419,35776
35543,4411,35785
36591,4406,36833
35545,4420,35787
35572,4375,35814
35586,4419,35828
36613,4387,36855
36062,440,36305
36064,4409,36306
41298,4393,41540
36082,4411,36324
37010,4427,37252
36103,4411,36345
36175,4408,36417
37087,4396,37329
46581,4447,46823
38530,4422,38772
41307,4378,41549
38534,4414,38776
38536,4404,38778
38575,4414,38817
41369,4438,41611
38587,4414,38829
50626,4402,50868
38603,4414,38845
41436,4390,41678
38708,4419,38950
39581,4410,39823
46588,4425,46830
41444,4374,41686
42255,4362,42497
42256,4400,42498
46619,4380,46861
43112,4436,43354
43115,4376,43357
54909,4398,55151
43128,4430,43370
46685,4378,46927
43175,4376,43417
43203,4430,43445
50636,4392,50878
43223,4430,43465
46692,4399,46934
43225,4440,43467
32937,4421,33179
43233,4441,43475
43282,4390,43524
46711,4381,46953
43287,4441,43529
43906,4447,44148
53557,4383,53799
44881,4374,45123
47359,4394,47601
44883,4374,45125
45680,4393,45922
50679,4437,50921
45720,4392,45962
47994,4447,48236
45765,4392,46007
45772,4380,46014
45785,4399,46027
48533,4416,48775
51339,4404,51581
48538,4416,48780
48635,4413,48877
49150,4416,49392
51342,4375,51584
50541,4402,50783
50550,4390,50792
53602,4383,53844
50558,4436,50800
51886,4443,52128
50614,4388,50856
51951,4427,52193
52447,4406,52689
53638,4391,53880
52508,4386,52750
52961,4431,53203
54938,4417,55180
53145,4407,53387
54262,4399,54504
57207,4443,57449
54282,4447,54524
55521,4425,55763
54372,4372,54614
56678,4390,56920
56153,4385,56395
56750,4392,56992
56174,4420,56416
56709,4439,56951
57127,4409,57369
56753,4403,56995
57546,4447,57788
57547,4423,57789
57987,4440,58229
58080,4399,58322
58385,4443,58627
58481,4378,58723
58905,4372,59147
59303,4406,59545
59327,4359,59569
59644,4378,59886
59652,4390,59894
59668,4413,59910
73784,105026,74029
26035,980,26274
82001,104720,82245
29597,117630,29839
30155,316,30397
32204,4366,32446
32915,4413,33157
32248,4363,32490
32261,4370,32503
32284,4366,32526
32949,4384,33191
36470,4401,36712
33837,4395,34079
33842,4394,34084
33894,4424,34136
36490,4397,36732
33922,4384,34164
117513,117390,117640
34660,4375,34902
40518,4448,40760
35535,4393,35777
36528,4397,36770
35590,4447,35832
35593,4420,35835
35610,4375,35852
36536,4435,36778
36065,4447,36307
36104,4409,36346
36560,4435,36802
40547,4405,40789
36568,4401,36810
37011,4429,37253
48534,4406,48776
40622,4402,40864
37019,4400,37261
37101,4400,37343
38537,4375,38779
40646,4424,40888
38538,4410,38780
38619,4398,38861
53558,4407,53800
39582,4422,39824
41303,4390,41545
48615,4448,48857
41346,4438,41588
41368,4438,41610
41400,4438,41642
48629,4416,48871
42258,4405,42500
43116,4376,43358
58386,4381,58628
43182,4376,43424
49151,4414,49393
43280,4441,43522
43291,4390,43533
53644,4409,53886
43907,4447,44149
49153,4425,49395
56748,4421,56990
44882,4374,45124
44903,4378,45145
45687,4367,45929
49264,4389,49506
45705,4392,45947
45762,4369,46004
56313,4410,56555
45768,4392,46010
50551,4437,50793
45770,4392,46012
45792,4393,46034
53704,4409,53946
45812,4427,46054
50569,4436,50811
45858,4399,46100
46582,4399,46824
46637,4407,46879
50574,4359,50816
47365,4403,47607
47995,4413,48237
54264,4384,54506
51340,4454,51582
51429,4389,51671
51888,4417,52130
54278,4367,54520
52448,4383,52690
52962,4381,53204
56679,4419,56921
53005,4430,53247
54378,4390,54620
53018,4401,53260
54395,4370,54637
54911,4412,55153
56747,4381,56989
54921,4366,55163
55524,4388,55766
58388,4443,58630
55666,4385,55908
57129,4379,57371
56155,4444,56397
60590,4376,60832
57990,4394,58232
58906,4439,59148
58016,4422,58258
59645,4409,59887
59304,4439,59546
60300,4439,60542
59326,4376,59568
59721,4385,59963
60014,4367,60256
60578,4439,60820
60524,4389,60766
60791,4431,61033
60824,4444,61066
60872,4379,61114
61008,4412,61250
61032,4393,61274
61053,4383,61295
61101,4393,61343
61222,4388,61464
61121,4420,61363
61354,4419,61596
61481,4431,61723
61599,4391,61841
26045,104261,26284
61609,4403,61851
7093,104687,7327
22214,104724,22456
117514,116970,115757
30156,316,30398
32916,4397,33158
30192,316,30434
30217,316,30459
30225,316,30467
32938,4413,33180
32205,4362,32447
32211,4366,32453
36471,4401,36713
32272,4379,32514
32943,4380,33185
32946,4384,33188
40519,4404,40761
32971,4384,33213
36633,4402,36875
33012,4375,33254
33838,4396,34080
33845,4384,34087
37012,4417,37254
34665,4385,34907
34757,4370,34999
46613,4380,46855
34818,4369,35060
37238,4395,37480
35536,4422,35778
35579,4419,35821
40578,4405,40820
35611,4420,35853
38543,4410,38785
35620,4420,35862
35684,4420,35926
35687,4414,35929
38577,4366,38819
35689,4448,35931
36066,4409,36308
36105,4411,36347
38625,4419,38867
41312,4378,41554
39586,4439,39828
41329,4378,41571
46624,4393,46866
41376,4438,41618
42262,4368,42504
42283,4400,42525
46651,4380,46893
43119,4430,43361
53059,4421,53301
43213,4430,43455
51896,4397,52138
43267,4390,43509
47369,4359,47611
43271,4441,43513
43301,4441,43543
43302,4441,43544
47996,4416,48238
43908,4430,44150
43997,4436,44239
54292,4445,54534
44081,4430,44323
48535,4416,48777
44101,4437,44343
44887,4374,45129
52452,4407,52694
45689,4392,45931
48685,4416,48927
45790,4369,46032
45831,4393,46073
45849,4425,46091
45855,4425,46097
45866,4359,46108
45873,4380,46115
49271,4359,49513
46583,4380,46825
52963,4399,53205
50552,4436,50794
50582,4436,50824
53559,4372,53801
50646,4436,50888
51341,4397,51583
54382,4408,54624
51418,4383,51660
53649,4414,53891
51475,4372,51717
51890,4359,52132
53670,4409,53912
54405,4439,54647
53676,4422,53918
53684,4368,53926
55526,3906,55768
53691,4386,53933
54407,4382,54649
54266,4399,54508
54915,4436,55157
56306,4422,56548
54959,4379,55201
55554,4381,55796
54981,4423,55223
56160,4414,56402
55628,4433,55870
56157,4441,56399
56687,4429,56929
56302,4411,56544
56683,4424,56925
56711,4444,56953
56690,4439,56932
56770,4443,57012
57130,4439,57372
26037,103975,26276
57213,4397,57455
57551,4372,57793
57567,4391,57809
57991,4361,58233
58065,4413,58307
58390,4443,58632
58423,4405,58665
58908,4394,59150
58954,4422,59196
73796,105014,74041
90639,2909,90885
82002,104705,82246
117515,7703,117641
30171,316,30413
32918,4413,33160
32207,4362,32449
32210,4366,32452
32213,4370,32455
33839,4395,34081
32236,4368,32478
32251,4414,32493
30158,117422,30400
36473,4375,36715
33914,4384,34156
33929,4409,34171
34668,4395,34910
35539,4420,35781
35677,4419,35919
40520,4406,40762
36067,4444,36309
37017,4435,37259
36095,4413,36337
36106,4408,36348
37069,4400,37311
56158,4372,56400
37226,4385,37468
40543,4405,40785
38544,4400,38786
38594,4413,38836
50676,4361,50918
38618,4419,38860
40556,4405,40798
38725,4408,38967
38738,4408,38980
38758,4408,39000
40605,4405,40847
38759,4408,39001
39588,4441,39830
39616,4410,39858
40690,4424,40932
39625,4410,39867
50692,4437,50934
41314,4403,41556
41315,4438,41557
60088,4367,60330
51493,4421,51735
41395,4438,41637
50750,4429,50992
41414,4378,41656
41428,4438,41670
56685,4406,56927
42270,4381,42512
51344,4390,51586
43122,4376,43364
43130,4404,43372
43228,4448,43470
51895,4410,52137
43912,4447,44154
43936,4454,44178
58909,4368,59151
44888,4374,45130
52456,4383,52698
45694,4392,45936
45752,4429,45994
57131,4382,57373
46587,4381,46829
52600,4391,52842
46703,4446,46945
47375,4426,47617
47997,4416,48239
52619,4367,52861
48027,4416,48269
48537,4416,48779
49155,4414,49397
52964,4423,53206
49272,4389,49514
49277,4378,49519
57194,4425,57436
50560,4377,50802
53560,4366,53802
53582,4443,53824
53612,4369,53854
22159,104697,22401
54267,4375,54509
54917,4378,55159
58996,4423,59238
55527,4398,55769
57552,4359,57794
55539,4420,55781
55594,4429,55836
59308,4410,59550
55604,4375,55846
57589,4370,57831
57645,4372,57887
57688,4371,57930
57993,4449,58235
60301,4409,60543
58391,4410,58633
59370,4389,59612
58413,4374,58655
59646,4366,59888
60015,4439,60257
60525,4398,60767
60037,4415,60279
60648,4432,60890
60572,4448,60814
60637,4408,60879
61100,4448,61342
60793,4436,61035
61017,4378,61259
61357,4425,61599
61223,4420,61465
61373,4396,61615
61489,4433,61731
61509,4437,61751
61675,4412,61917
61600,4445,61842
61683,4411,61925
61725,4423,61967
61742,4394,61984
61776,4435,62018
61796,4366,62038
61816,4372,62058
26046,104312,26285
23592,104702,23831
22267,104718,22509
117516,3856,117642
22190,104680,22432
23586,104663,23825
32919,4411,33161
73803,105017,74048
30159,316,30401
30175,316,30417
30195,316,30437
33010,4409,33252
30197,316,30439
32208,4366,32450
36474,4405,36716
32216,4366,32458
33840,4397,34082
32220,4379,32462
32283,4366,32525
34671,4375,34913
34676,4375,34918
34778,4370,35020
34809,4367,35051
52965,4368,53207
35541,4413,35783
37014,4444,37256
35552,4419,35794
36068,4413,36310
40521,4448,40763
36107,4409,36349
38547,1508,38789
36109,4408,36351
36131,4409,36373
38611,4413,38853
36227,4406,36469
47999,4416,48241
38677,4410,38919
36475,116627,36717
61838,4421,62080
40523,4448,40765
38693,4424,38935
38728,4408,38970
39590,4410,39832
40586,4402,40828
39607,4432,39849
40598,4402,40840
48014,4416,48256
41317,4378,41559
41348,4390,41590
41362,4438,41604
48020,4416,48262
41442,4419,41684
42276,4408,42518
52987,4394,53229
43123,4430,43365
48039,4416,48281
43221,4441,43463
43915,4436,44157
44890,4374,45132
48066,4416,48308
45699,4447,45941
45702,4372,45944
55543,4442,55785
45710,4392,45952
48539,4416,48781
45808,4393,46050
45828,4423,46070
53116,4427,53358
45830,4392,46072
48639,4416,48881
45863,4451,46105
46594,4393,46836
46606,4447,46848
49156,4413,49398
47377,4426,47619
47402,4426,47644
50563,4436,50805
53561,4384,53803
50590,4436,50832
51345,4429,51587
57133,4402,57375
51898,4382,52140
53589,4409,53831
51964,4384,52206
52458,4383,52700
55670,4381,55912
52512,4430,52754
53647,4369,53889
56686,4383,56928
54269,4422,54511
56159,4376,56401
54271,4376,54513
54922,4410,55164
56170,4429,56412
56171,4430,56413
26039,104022,26278
26043,103776,26282
26042,104022,26281
26054,103908,26293
26053,103832,26292
26044,103875,26283
56712,4422,56954
56264,4366,56506
56266,4444,56508
57553,4388,57795
56780,4381,57022
57995,4439,58237
58392,4401,58634
58019,4363,58261
58131,4447,58373
58910,4384,59152
58956,4376,59198
59029,4375,59271
59310,4372,59552
59366,4407,59608
59403,4432,59645
59650,4406,59892
59659,4431,59901
59660,4408,59902
59718,4413,59960
60017,4415,60259
73804,105017,74049
82003,104697,82247
117517,3971,117643
30160,316,30402
32209,4370,32451
32229,4366,32471
33017,4394,33259
30198,117499,30440
33035,4380,33277
36476,4401,36718
33051,4409,33293
33841,4384,34083
34674,4381,34916
51899,4374,52141
35542,4419,35784
36515,4397,36757
35563,4420,35805
36069,4413,36311
40522,4448,40764
36108,4411,36350
36556,4406,36798
36223,4412,36465
37015,4375,37257
46631,4447,46873
37030,4435,37272
40549,4405,40791
37125,4395,37367
38551,4447,38793
38605,4398,38847
40550,4405,40792
38626,4419,38868
39602,4432,39844
58014,116627,58256
32327,4421,32569
32328,4421,32570
40555,4405,40797
47379,4426,47621
40557,4405,40799
40589,4402,40831
40631,4402,40873
47481,4426,47723
40642,4424,40884
40650,4424,40892
40659,4424,40901
47504,4379,47746
41323,4410,41565
41390,4390,41632
41416,4385,41658
47529,4406,47771
42279,4405,42521
43138,4430,43380
59651,4385,59893
43184,4404,43426
47541,4426,47783
43918,4436,44160
44891,4440,45133
52585,4393,52827
45712,4392,45954
48000,4416,48242
45733,4380,45975
45746,4392,45988
45751,4392,45993
48542,4416,48784
45760,4447,46002
45783,4399,46025
55620,4449,55862
45795,4359,46037
49157,4413,49399
45800,4423,46042
45810,4429,46052
52626,4409,52868
45818,4393,46060
49214,4394,49456
45820,4447,46062
46596,4447,46838
49216,4372,49458
49220,4378,49462
52966,4439,53208
50565,4436,50807
50661,4436,50903
58395,4442,58637
50662,4436,50904
52968,4407,53210
50684,4433,50926
50685,4436,50927
56164,4376,56406
51346,4435,51588
52990,4402,53232
51463,4427,51705
53562,4414,53804
56692,4386,56934
54274,4411,54516
54322,4373,54564
58961,4433,59203
54924,4378,55166
26056,104022,26295
56703,4439,56945
55533,4400,55775
55560,4430,55802
58398,4433,58640
57134,4369,57376
57554,4409,57796
57588,4361,57830
58468,4405,58710
57996,4359,58238
58473,4433,58715
58979,4381,59221
58912,4395,59154
60018,4415,60260
59312,4361,59554
59656,4422,59898
60093,4392,60335
60070,4392,60312
60120,4392,60362
60302,4435,60544
60155,4407,60397
60308,4411,60550
60526,4372,60768
60547,4398,60789
60548,4406,60790
60556,4430,60798
60601,4372,60843
60631,4423,60873
60795,4428,61037
90640,2915,90886
26058,470,26297
117518,3856,117644
29559,117041,29801
32921,4410,33163
29607,117607,29849
30161,316,30403
33843,4384,34085
30181,316,30423
30204,316,30446
22123,104715,22365
34678,4375,34920
36477,4401,36719
34680,4375,34922
34745,4392,34987
51398,4392,51640
34784,4367,35026
34817,4367,35059
35544,4447,35786
40524,4448,40766
35550,4420,35792
37141,4395,37383
36070,4409,36312
36121,4412,36363
37175,4395,37417
38554,4447,38796
52459,4421,52701
40597,4402,40839
38620,4372,38862
39604,4410,39846
40640,4424,40882
51470,4389,51712
40693,4411,40935
40699,4411,40941
40712,4424,40954
51473,4437,51715
40714,4424,40956
41328,4440,41570
41371,4438,41613
51900,4417,52142
42284,4408,42526
43140,4404,43382
43919,4436,44161
51933,4374,52175
44892,4374,45134
45714,4437,45956
61358,4448,61600
45753,4381,45995
52462,4427,52704
45833,4447,46075
46597,4423,46839
56278,4420,56520
47382,4426,47624
52521,4384,52763
47482,4426,47724
48001,4394,48243
48122,4416,48364
52526,4364,52768
48543,4416,48785
48700,4416,48942
59314,4432,59556
49158,4413,49400
52593,4443,52835
49227,4383,49469
49286,4437,49528
56693,4386,56935
50568,4436,50810
52967,4371,53209
50730,4437,50972
51351,4396,51593
51356,4383,51598
53563,4384,53805
56697,4374,56939
53635,4371,53877
54275,4378,54517
60528,4432,60770
54925,4431,55167
56785,4377,57027
55011,4410,55253
55534,4444,55776
59653,4437,59895
55588,4391,55830
56795,4377,57037
55656,4394,55898
56165,4436,56407
56201,4420,56443
57135,4447,57377
57556,4437,57798
60019,4415,60261
57667,4435,57909
57998,4388,58240
61237,4419,61479
58396,4392,58638
60029,4392,60271
58443,4410,58685
58913,4450,59155
60634,4422,60876
60078,4415,60320
60079,4407,60321
60103,4392,60345
60303,4425,60545
61018,4378,61260
61238,4389,61480
61224,4435,61466
61388,4435,61630
61308,4438,61550
61361,4405,61603
61601,4432,61843
61491,4437,61733
61730,4423,61972
61740,4429,61982
61779,4381,62021
61811,4398,62053
61818,4409,62060
61839,4405,62081
61856,4372,62098
61850,4412,62092
61866,4374,62108
61876,4401,62118
61874,4384,62116
73806,105025,74051
82004,104685,82248
23400,104654,23641
117519,323,117645
61676,105703,61918
117824,803,117942
32922,4395,33164
30162,316,30404
30179,316,30421
30180,316,30422
33037,4384,33279
30200,316,30442
30215,316,30457
36478,4401,36720
30234,316,30476
33844,4438,34086
32215,4370,32457
32235,4370,32477
34681,4375,34923
40525,4448,40767
34696,4370,34938
36485,4401,36727
34701,4369,34943
34704,4369,34946
38613,116627,38855
35548,4447,35790
36539,4388,36781
35564,4420,35806
36071,4409,36313
45845,4399,46087
36094,4411,36336
36620,4435,36862
36112,4409,36354
36183,4410,36425
40559,4405,40801
36191,4406,36433
37022,4435,37264
37062,4435,37304
37126,4446,37368
40599,4411,40841
37180,4395,37422
50716,4389,50958
37210,4395,37452
41333,4438,41575
37211,4395,37453
37214,4395,37456
46612,4447,46854
37220,4395,37462
41334,4438,41576
38555,4422,38797
38565,4394,38807
38572,4414,38814
41378,4390,41620
38576,4413,38818
38623,4398,38865
42285,4408,42527
38628,4454,38870
38706,4447,38948
47383,4426,47625
38724,4408,38966
42305,4408,42547
38746,4408,38988
39608,4432,39850
39610,4410,39852
43143,4404,43385
53566,4422,53808
43160,4404,43402
47459,4426,47701
43305,4390,43547
43920,4436,44162
51352,4365,51594
44893,4374,45135
47543,4379,47785
45715,4367,45957
45717,4392,45959
48002,4406,48244
45748,4392,45990
45754,4381,45996
45775,4377,46017
48545,4416,48787
45805,4369,46047
45816,4446,46058
26060,103856,26299
51426,4439,51668
45826,4447,46068
48597,4447,48839
49163,4416,49405
51902,4359,52144
49189,4450,49431
50577,4388,50819
53621,4362,53863
50627,4361,50869
51940,4372,52182
50674,4361,50916
50714,4437,50956
55535,4440,55777
52032,4384,52274
54283,4372,54525
52463,4392,52705
52471,4427,52713
52969,4435,53211
55648,4361,55890
54348,4381,54590
55555,4409,55797
54366,4401,54608
54926,4382,55168
55580,4428,55822
55611,4432,55853
56168,4440,56410
56698,4386,56940
56694,4382,56936
56788,4377,57030
57137,4396,57379
57218,4420,57460
57557,4400,57799
57999,4359,58241
58054,4366,58296
58133,4382,58375
58397,4442,58639
58454,4391,58696
58919,4439,59161
59315,4372,59557
59351,4401,59593
59358,4435,59600
26062,104362,26301
59655,4384,59897
26061,104320,26300
117825,384,117943
22121,104687,22363
30163,316,30405
32923,4413,33165
32222,4366,32464
32263,4414,32505
32925,4412,33167
32301,4394,32543
36479,4401,36721
32932,4413,33174
33072,4409,33314
49194,4364,49436
33846,4384,34088
36502,4419,36744
33888,4399,34130
38580,116627,38822
33969,4409,34211
40526,4448,40768
34683,4375,34925
34685,4375,34927
34853,4391,35095
34876,4369,35118
37031,4400,37273
35549,4438,35791
36072,4411,36314
36113,4424,36355
37114,4396,37356
40574,4405,40816
37122,4396,37364
37136,4395,37378
53577,4384,53819
38557,4447,38799
40618,4424,40860
38642,4419,38884
49205,4394,49447
38726,4425,38968
40627,4402,40869
41339,4390,41581
41469,4374,41711
50579,4436,50821
41474,4419,41716
42287,4400,42529
43146,4430,43388
50619,4436,50861
43154,4376,43396
43168,4448,43410
53581,4377,53823
43186,4430,43428
50686,4402,50928
43187,4404,43429
43198,4430,43440
43355,4390,43597
50687,4361,50929
43921,4436,44163
44894,4378,45136
56172,4429,56414
45725,4392,45967
50699,4427,50941
45834,4447,46076
46615,4399,46857
53584,4380,53826
47385,4403,47627
50705,4454,50947
47474,4426,47716
47486,4426,47728
48003,4416,48245
51354,4447,51596
48114,4416,48356
48546,4416,48788
49164,4394,49406
51905,4431,52147
49187,4413,49429
26064,104022,26303
9502,104691,9736
53594,4365,53836
51945,4372,52187
52083,4411,52325
54284,4430,54526
52465,4397,52707
52575,4371,52817
56173,4382,56415
52970,4439,53212
54312,4373,54554
53044,4413,53286
53094,4433,53336
53571,4414,53813
57611,4372,57853
54927,4422,55169
56695,4439,56937
55537,4366,55779
55545,4397,55787
55676,4433,55918
56699,4386,56941
55681,4364,55923
56169,4397,56411
58921,4413,59163
57636,4397,57878
57138,4433,57380
57205,4443,57447
58444,4391,58686
57558,4387,57800
57643,4368,57885
58000,4422,58242
59396,4393,59638
58511,4429,58753
